code,country,prefix,city,latitude,longitude
PL88,PL,88,Niemojewko,52.71494787379972,18.20370027434842
PL89,PL,89,Komierowo,53.45539873417722,17.65618688147296
PL90,PL,90,Łódź,51.76690301507538,19.461452261306533
PL91,PL,91,Łódź,51.796269806763284,19.43941690821256
PL92,PL,92,Łódź,51.76853020833333,19.56186041666667
PL93,PL,93,Łódź,51.69656062992126,19.45174593175853
PL94,PL,94,Łódź,51.76221813186813,19.388621978021977
PL95,PL,95,Łódź,51.81813359013867,19.504546995377503
PL96,PL,96,Puszcza Mariańska,51.995024473067915,20.337593911007023
PL97,PL,97,Romanówka,51.33269992,19.63514064
PL98,PL,98,Ręszew,51.439972402597405,18.72498612012987
PL99,PL,99,Zagaj,52.0956660685155,19.323285970636217
DE01,DE,01,Drezno,51.150725213675216,13.798242307692307
DE02,DE,02,Hochkirch,51.18032110091743,14.604271559633029
DE03,DE,03,Vetschau/Spreewald,51.72315155279503,14.047437888198756
DE04,DE,04,Brandis,51.31185212355213,12.679970270270271
DE06,DE,06,Petersberg,51.53733694267516,11.941290191082803
DE07,DE,07,Triptis,50.77024408945687,11.783252396166134
DE08,DE,08,Kirchberg,50.59616074074074,12.466517037037038
DE09,DE,09,Chemnitz,50.797434705882345,13.019085882352941
DE10,DE,10,Stahnsdorf,52.382231661442006,13.230252664576803
DE11,DE,11,Berlin,52.418683333333334,13.297888095238095
DE12,DE,12,Berlin,52.433045112781954,13.399516541353384
DE13,DE,13,Berlin,52.56148686868687,13.323840404040403
DE14,DE,14,Werder (Havel),52.4236512605042,12.870899159663866
DE15,DE,15,Pieskow,52.27361443736731,14.083615498938428
DE16,DE,16,Zehdenick,52.94381376404495,13.244984550561798
DE17,DE,17,Brunn,53.65715796178344,13.340044798301486
DE18,DE,18,Dettmannsdorf-Kölzow,54.12308872727272,12.526934545454546
DE19,DE,19,Goldenstädt,53.45615527950311,11.472785093167703
DE20,DE,20,Hamburg,53.53386040609137,10.004522842639595
DE21,DE,21,Hamburg,53.449737960339945,10.040560056657224
DE22,DE,22,Hamburg,53.57511511879049,10.025042332613392
DE23,DE,23,Lubeka,53.86953094462541,10.72091009771987
DE24,DE,24,Klein-Königsförde,54.354929821073554,9.884911133200795
DE25,DE,25,Arkebek,54.171885840707965,9.243912610619468
DE26,DE,26,Wiesmoor,53.375760846560844,7.705428835978835
DE27,DE,27,Lilienthal,53.169985581395345,8.963848837209301
DE28,DE,28,Brema,53.076925,8.824709558823528
DE29,DE,29,Dalldorf,52.94084089709762,10.824064643799472
DE30,DE,30,Hanower,52.367007,9.718252
DE31,DE,31,Lauenau,52.275203465346536,9.424127722772278
DE32,DE,32,Vlotho,52.15097964071856,8.752020359281437
DE33,DE,33,Verl,51.918616101694916,8.518968644067796
DE34,DE,34,Elgershausen,51.27157225433526,9.37108901734104
DE35,DE,35,Fellingshausen,50.645985869565216,8.605867934782609
DE36,DE,36,Hünfeld,50.6898141025641,9.76088076923077
DE37,DE,37,Getynga,51.5315375,9.991729296875
DE38,DE,38,Dettum,52.170093548387094,10.659881818181818
DE39,DE,39,Colbitz,52.337033921568626,11.647416078431373
DE40,DE,40,Düsseldorf,51.22201481481482,6.807678703703703
DE41,DE,41,Korschenbroich,51.16011022727273,6.572165909090909
DE42,DE,42,Remscheid,51.20676814814815,7.189304444444445
DE44,DE,44,Dortmund,51.50665306122449,7.3680846938775515
DE45,DE,45,Essen,51.48253129496403,7.033852877697842
DE46,DE,46,Schermbeck,51.71339305555556,6.735875
DE47,DE,47,Moers,51.48236576576576,6.612552252252252
DE48,DE,48,Laer,52.081543627450976,7.4010348039215685
DE49,DE,49,Merzen,52.51583443396227,7.812150471698113
DE50,DE,50,Kolonia,50.928774107142864,6.94689375
DE51,DE,51,Bergisch Gladbach,50.964429464285715,7.17104375
DE52,DE,52,Eschweiler,50.829724590163934,6.242474590163934
DE53,DE,53,Villip,50.6310197492163,7.089159247648903
DE54,DE,54,Dudeldorf,49.97285834862385,6.620932660550459
DE55,DE,55,Sponheim,49.85118164146868,7.726626997840173
DE56,DE,56,Koblencja,50.33742324561403,7.567159795321637
DE57,DE,57,Betzdorf,50.77329645669291,7.845929527559055
DE58,DE,58,Hagen,51.35918518518519,7.516246031746032
DE59,DE,59,Einecke,51.59182513089005,8.01373560209424
DE60,DE,60,Frankfurt nad Menem,50.13970166666667,8.668952222222222
DE61,DE,61,Friedrichsdorf,50.2438291262136,8.659950485436894
DE63,DE,63,Großwelzheim,50.05045231481481,9.004329166666666
DE64,DE,64,Mühltal,49.81868888888889,8.679515555555556
DE65,DE,65,Niedernhausen,50.156900392156864,8.250278431372548
DE66,DE,66,Bexbach,49.338844150943395,7.288885660377358
DE67,DE,67,Ramsen,49.52772920792079,8.023777475247524
DE68,DE,68,Mannheim,49.47767714285714,8.502662142857144
DE69,DE,69,Heidelberg,49.41353218390804,8.725202298850574
DE70,DE,70,Stuttgart,48.77504523809524,9.186001360544218
DE71,DE,71,Korntal-Münchingen,48.8306715909091,9.133490340909091
DE72,DE,72,Mössingen,48.409151176470594,9.051102352941177
DE73,DE,73,Schwäbisch Gmünd,48.76478,9.761447567567567
DE74,DE,74,Neuenstadt,49.20490255319149,9.323702978723405
DE75,DE,75,Pforzheim,48.895459756097566,8.721568292682926
DE76,DE,76,Wörth am Rhein,49.03717028571429,8.277934285714286
DE77,DE,77,Ohlsbach,48.44254871794872,8.005042307692307
DE78,DE,78,Tuttlingen,47.98742481751825,8.723468613138685
DE79,DE,79,Münstertal,47.86325642023347,7.862791439688716
DE80,DE,80,Monachium,48.15560669014085,11.558913732394366
DE81,DE,81,Monachium,48.12801463414634,11.571355284552844
DE82,DE,82,Tutzing,47.92169324324325,11.269826351351352
DE83,DE,83,Rimsting,47.87090828402367,12.302823076923076
DE84,DE,84,Aich,48.42252926829268,12.406708536585366
DE85,DE,85,Gremertshausen,48.39810933333333,11.619707111111111
DE86,DE,86,Neusäß,48.382900320512825,10.825147756410257
DE87,DE,87,Immenthal,47.824524,10.3931992
DE88,DE,88,Baindt,47.84010901639344,9.63768893442623
DE89,DE,89,Elchingen,48.437607853403144,10.062075392670156
DE90,DE,90,Norymberga,49.44093574879227,11.056798067632851
DE91,DE,91,Zirndorf,49.42535696202532,10.888225632911391
DE92,DE,92,Witzlricht,49.486834027777775,12.031125
DE93,DE,93,Kreuther Forst,49.05582697368421,12.247005263157893
DE94,DE,94,Hengersberg,48.7663544973545,13.115107407407406
DE95,DE,95,Birnstengel,50.05292269938651,11.814658282208589
DE96,DE,96,Bad Staffelstein,50.13408043478261,10.98257536231884
DE97,DE,97,Rieden,49.94405754189945,10.025318435754189
DE98,DE,98,Grub,50.56148095238095,10.638795833333333
DE99,DE,99,Andisleben,51.07796968973747,10.9166830548926
FR01,FR,01,Neuville-sur-Ain,46.081241988950275,5.3570659300184165
FR02,FR,02,Laniscourt,49.54392853932585,3.5216526966292134
FR03,FR,03,Laféline,46.35406436170213,3.178146808510638
FR04,FR,04,Aiglun,44.06612307692308,6.1366525641025635
FR05,FR,05,La Rochette,44.57967641509434,6.132159433962265
FR06,FR,06,La Gaude,43.73641087470449,7.145675177304965
FR07,FR,07,Saint-Étienne-de-Serre,44.79843012345679,4.495253827160494
FR08,FR,08,La Horgne,49.61998977955911,4.666427855711423
FR09,FR,09,Serres-sur-Arget,42.97229232954545,1.5269411931818182
FR10,FR,10,Belley,48.30660140280561,4.158537875751503
FR11,FR,11,Leuc,43.13396332046332,2.349057915057915
FR12,FR,12,Flavin,44.30608291316527,2.6080210084033615
FR13,FR,13,Vitrolles,43.43060660660661,5.283156756756757
FR14,FR,14,Ifs,49.13065655095185,-0.3473565509518477
FR15,FR,15,Thiézac,45.02953737024222,2.653364359861592
FR16,FR,16,Saint-Yrieix-sur-Charente,45.69098336842106,0.13248926315789475
FR17,FR,17,Plassay,45.82594690553746,-0.7267314332247556
FR18,FR,18,Soye-en-Septaine,47.03717954545455,2.4981113636363634
FR19,FR,19,Gimel-les-Cascades,45.3024928358209,1.8234241791044774
FR20,FR,20,Santo-Pietro-di-Venaco,42.250122172949006,9.142771396895787
FR21,FR,21,Pasques,47.36655029726516,4.820041260404281
FR22,FR,22,Ploufragan,48.48698540772532,-2.831327253218884
FR23,FR,23,Ahun,46.10230836363636,2.022384
FR24,FR,24,Sanilhac,45.07047703349282,0.7453322169059011
FR25,FR,25,Chaux-lès-Passavant,47.24168714479026,6.34868254397835
FR26,FR,26,Suze,44.7362623655914,5.085603440860216
FR27,FR,27,Feuguerolles,49.12574399509804,1.0200454656862745
FR28,FR,28,Amilly,48.421266197183094,1.4041933601609657
FR29,FR,29,Logonna-Quimerc'h,48.26400585480094,-4.133750117096019
FR30,FR,30,Castelnau-Valence,43.99631684434968,4.235292110874201
FR31,FR,31,Lherm,43.406763245823385,1.2190699284009547
FR32,FR,32,Ordan-Larroque,43.66476216768916,0.46677566462167686
FR33,FR,33,Bonnetan,44.82447861557478,-0.42431260815822
FR34,FR,34,Vendémian,43.57648813559322,3.5736205084745762
FR35,FR,35,Betton,48.183625000000006,-1.6545694256756756
FR36,FR,36,Saint-Maur,46.78907815699659,1.624867918088737
FR37,FR,37,Monts,47.29491457286432,0.6775087939698493
FR38,FR,38,Fures,45.31780419313851,5.498712579415502
FR39,FR,39,Blois-sur-Seille,46.741378873239434,5.673824100156494
FR40,FR,40,Tartas,43.81704961439589,-0.74273264781491
FR41,FR,41,Villebarou,47.637010714285715,1.3108635204081633
FR42,FR,42,Saint-Laurent-la-Conche,45.67004223602485,4.235776604554865
FR43,FR,43,Lissac,45.1331958041958,3.763123426573427
FR44,FR,44,Orvault,47.27705154826958,-1.6334810564663025
FR45,FR,45,Ingrannes,47.95254537037037,2.226485740740741
FR46,FR,46,Caniac-du-Causse,44.625789100817435,1.6141089918256133
FR47,FR,47,Le Temple-sur-Lot,44.37515039787799,0.49233129973474804
FR48,FR,48,Mende,44.53833217821782,3.495198514851485
FR49,FR,49,Mûrs-Erigné,47.39048772241993,-0.5690782918149466
FR50,FR,50,Saint-Sauveur-Villages,49.121345938375356,-1.3542687675070029
FR51,FR,51,Jâlons,48.994107569721116,4.177535192563082
FR52,FR,52,Chaumont,48.12202676056338,5.240543863179075
FR53,FR,53,La Chapelle-Anthenaise,48.1245481595092,-0.6744779141104295
FR54,FR,54,Custines,48.78618740053051,6.154248408488063
FR55,FR,55,Récourt-le-Creux,49.012229135338345,5.378956203007519
FR56,FR,56,Grand-Champ,47.78846044226044,-2.8400179361179365
FR57,FR,57,Flétrange,49.069369450317126,6.572226109936575
FR58,FR,58,Sainte-Marie,47.13936612021858,3.4395292349726776
FR59,FR,59,Cappelle-en-Pévèle,50.4983748850046,3.1985191352345907
FR60,FR,60,Fitz-James,49.40376085972851,2.4266546380090497
FR61,FR,61,Mortrée,48.63155372881356,0.09231796610169492
FR62,FR,62,Tangry,50.46598695652174,2.3723872282608696
FR63,FR,63,Cournon-d'Auvergne,45.739304302925994,3.1664998278829604
FR64,FR,64,Lucq-de-Béarn,43.333844444444445,-0.6847769005847953
FR65,FR,65,Luc,43.141182820976496,0.1907625678119349
FR66,FR,66,Caixas,42.613675,2.663523641304348
FR67,FR,67,Wiwersheim,48.650223172242875,7.591621933085502
FR68,FR,68,Wittenheim,47.811476559546314,7.290918714555766
FR69,FR,69,Champagne-au-Mont-d'Or,45.80051716514954,4.773677893368011
FR70,FR,70,Vaivre-et-Montoille,47.62756271777004,6.106038501742161
FR71,FR,71,Saint-Maurice-des-Champs,46.616748787878784,4.63129
FR72,FR,72,Coulaines,48.03107494824017,0.21967846790890272
FR73,FR,73,Bourgneuf,45.54762467532468,6.215108441558441
FR74,FR,74,La Roche-sur-Foron,46.04124696969697,6.279553246753247
FR75,FR,75,Paryż,48.86022540415704,2.3423367205542727
FR76,FR,76,Émanville,49.63452972972973,0.9575129937629938
FR77,FR,77,Chaumes-en-Brie,48.6782161849711,2.826483699421965
FR78,FR,78,Thiverval-Grignon,48.84126356073211,1.9607071547420964
FR79,FR,79,Mazières-en-Gâtine,46.490195813953484,-0.33877186046511626
FR80,FR,80,Poulainville,49.938392992213565,2.3086859844271412
FR81,FR,81,Lombers,43.799760152284264,2.1233743654822335
FR82,FR,82,La Ville-Dieu-du-Temple,44.05768423236515,1.2304165975103734
FR83,FR,83,Besse-sur-Issole,43.33040521472393,6.2093567484662575
FR84,FR,84,Pernes-les-Fontaines,43.993781818181816,5.019252121212121
FR85,FR,85,La Chaize-le-Vicomte,46.670709512195124,-1.2920363414634148
FR86,FR,86,Montamisé,46.61349698492462,0.3943459798994975
FR87,FR,87,Couzeix,45.87726620689655,1.2303689655172414
FR88,FR,88,Fomerey,48.22243486529319,6.345642630744849
FR89,FR,89,Gurgy,47.857013068181814,3.5789195075757574
FR90,FR,90,Chèvremont,47.62626535433071,6.918890551181103
FR91,FR,91,Saint-Michel-sur-Orge,48.62733513513514,2.302643412162162
FR92,FR,92,Paryż,48.864060989810774,2.2546742358078604
FR93,FR,93,Bobigny,48.90242135135135,2.442652162162162
FR94,FR,94,Alfortville,48.78878555377207,2.42315569823435
FR95,FR,95,Taverny,49.031167557932264,2.2301115864527628
FR98,FR,98,Wyspa Clippertona,10.2922,-109.2072
BE10,BE,10,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,50.85384166666666,4.339758333333333
BE11,BE,11,Bruksela,50.846000000000004,4.386725
BE12,BE,12,Schaerbeek - Schaarbeek,50.84885,4.40095
BE13,BE,13,Chaumont-Gistoux,50.701872602739726,4.754906849315069
BE14,BE,14,Genappe,50.62820833333333,4.4263812499999995
BE15,BE,15,Heikruis,50.73679090909091,4.112227272727273
BE16,BE,16,Sint-Pieters-Leeuw,50.76274210526316,4.2412
BE17,BE,17,Ternat,50.865692307692306,4.177846153846154
BE18,BE,18,Beigem,50.953347368421056,4.380184210526316
BE19,BE,19,Steenokkerzeel,50.92510666666667,4.488153333333333
BE20,BE,20,Antwerpia,51.24545833333334,4.38535
BE21,BE,21,Antwerpia,51.22671428571429,4.470742857142858
BE22,BE,22,Herenthout,51.139003125,4.78863125
BE23,BE,23,Merksplas,51.361635,4.85585
BE24,BE,24,Geel,51.16221333333333,5.029920000000001
BE25,BE,25,Lier,51.13595,4.577965
BE26,BE,26,Antwerpia,51.1577875,4.392375
BE28,BE,28,Willebroek,51.06146451612903,4.372464516129033
BE29,BE,29,Brasschaat,51.321881250000004,4.5487125
BE30,BE,30,Korbeek-Dijle,50.847872413793105,4.629779310344827
BE31,BE,31,Rotselaar,50.9791,4.683284615384616
BE32,BE,32,Aarschot,50.9662375,4.917629166666667
BE33,BE,33,Tienen,50.837023076923074,4.914899999999999
BE34,BE,34,Wommersom,50.82777741935484,5.043112903225807
BE35,BE,35,Hasselt,50.976570967741935,5.250480645161291
BE36,BE,36,Dilsen-Stokkem,51.02367631578947,5.66513947368421
BE37,BE,37,Riemst,50.808075,5.537496666666667
BE38,BE,38,Sint-Truiden,50.78764677419355,5.259193548387096
BE39,BE,39,Hechtel-Eksel,51.16100344827586,5.427041379310345
BE40,BE,40,Liège,50.635799999999996,5.601105555555556
BE41,BE,41,Poulseur,50.501180645161284,5.559254838709678
BE42,BE,42,Hannut,50.644365384615384,5.1067557692307695
BE43,BE,43,Lamine,50.683283333333335,5.342495238095238
BE44,BE,44,Grâce-Hollogne,50.640249999999995,5.471185294117647
BE45,BE,45,Huy,50.51250208333334,5.308575
BE46,BE,46,Blegny,50.684089285714286,5.705835714285714
BE47,BE,47,Sourbrodt,50.464607692307695,6.124446153846154
BE48,BE,48,Dison,50.61894864864865,5.874145945945946
BE49,BE,49,La Gleize,50.41903,5.8648766666666665
BE50,BE,50,Namur,50.48701960784314,4.756456862745098
BE51,BE,51,Floreffe,50.44675333333333,4.771929999999999
BE53,BE,53,Haltinne,50.449293749999995,5.0776825
